,date,temperature_2m_max,temperature_2m_min,precipitation_sum,wind_speed_10m_max
292,2014-10-20 04:00:00+00:00,60.4076,39.4376,0.0,9.556468
293,2014-10-21 04:00:00+00:00,67.3376,51.4976,0.007874016,7.024322
294,2014-10-22 04:00:00+00:00,56.4476,51.4076,0.5314959,15.246103
295,2014-10-23 04:00:00+00:00,51.8576,50.7776,0.07874015,15.370323
296,2014-10-24 04:00:00+00:00,67.0676,50.237602,0.0,12.782258
297,2014-10-25 04:00:00+00:00,67.3376,45.0176,0.0,11.258579
298,2014-10-26 04:00:00+00:00,64.097595,53.0276,0.0,16.627697
299,2014-10-27 04:00:00+00:00,64.5476,45.4676,0.0,7.713597
300,2014-10-28 04:00:00+00:00,74.4476,50.417603,0.0,10.74226
301,2014-10-29 04:00:00+00:00,64.7276,49.8776,0.06692913,12.545163
302,2014-10-30 04:00:00+00:00,57.8876,44.6576,0.0,7.8294992
303,2014-10-31 04:00:00+00:00,55.0976,39.8876,0.0,8.352132
304,2014-11-01 04:00:00+00:00,49.3376,42.6776,0.64960617,15.578901
305,2014-11-02 04:00:00+00:00,47.807602,39.8876,0.031496063,20.338255
306,2014-11-03 04:00:00+00:00,58.3376,38.9876,0.0,13.636528
307,2014-11-04 04:00:00+00:00,68.417595,42.6776,0.0,7.5164537
308,2014-11-05 04:00:00+00:00,63.6476,52.0376,0.0,9.261288
309,2014-11-06 04:00:00+00:00,57.4376,45.4676,0.39763778,6.23156
310,2014-11-07 04:00:00+00:00,51.2276,39.2576,0.015748031,19.28626
311,2014-11-08 04:00:00+00:00,47.987602,33.4076,0.0,8.518242
312,2014-11-09 04:00:00+00:00,55.9976,41.417603,0.0,6.514242
313,2014-11-10 04:00:00+00:00,60.497597,39.7076,0.0,6.8621593
314,2014-11-11 04:00:00+00:00,67.4276,43.1276,0.0,8.727168
315,2014-11-12 04:00:00+00:00,64.457596,47.1776,0.0,10.774819
316,2014-11-13 04:00:00+00:00,45.8276,35.6576,0.13779528,7.519781
317,2014-11-14 04:00:00+00:00,42.5876,34.0376,0.062992126,13.108896
318,2014-11-15 04:00:00+00:00,41.6876,29.8076,0.0,9.105991
319,2014-11-16 04:00:00+00:00,43.667603,30.4376,0.031496063,5.447451
